Country,ID,Instrument,insID,idOrder,Type,Question,Answer,Sources,Comment,instrumentDF,filterCountry
Croatia,Croatia_Proactive initiative,Proactive initiative,Proactive_11,12,Signature related,Is there a legal remedy against invalidation of signatures?,No,NA,NA,Proactive_initiative,Yes
Croatia,Croatia_Proactive initiative,Proactive initiative,Proactive_12,13,Formal procedure,Is there a formal admissibility check?,Yes,"Art 8g of the Law on Referendum and other type of citizen initiatives at state, regional and local level, Art 87 of the Constitutional Law on the Constitutional Court","The Parliament (after the signatures and the initiative have been formally presented to the Parliament) can ask the Constitutional Court to check, if the referendum question is in line with the Constitution and if the formal preconditions set in the Law on referendum are met. The formulation of the legal text does not indicate that the Parliament must address the Constitutional Court.",Proactive_initiative,Yes
Croatia,Croatia_Proactive initiative,Proactive initiative,Proactive_13,14,Formal procedure,Who decides about the formal admissibility?,Parliament,"Art 8g of the Law on Referendum and other type of citizen initiatives at state, regional and local level",NA,Proactive_initiative,Yes
Croatia,Croatia_Proactive initiative,Proactive initiative,Proactive_14,15,Formal procedure,Is there a legal remedy against the decision on formal admissibility?,Yes,"Art 8g of the Law on referendum, Art. 95 of the Constitutional Law on the Constitutional court","It is not a remedy per se: the Parliament (after the signatures and the initiative have been formally presented to the Parliament) can ask the Constitutional Court to check, if the referendum question is in line with the Constitution and if the formal preconditions set in the Law on referendum are met.",Proactive_initiative,Yes
Croatia,Croatia_Proactive initiative,Proactive initiative,Proactive_15,16,Formal procedure,Who decides about the claim for remedy in the formal admissibility procedure?,Constitutional court,"Art 8g of the Law on referendum, Art. 95 of the Constitutional Law on the Constitutional court",NA,Proactive_initiative,Yes
Croatia,Croatia_Proactive initiative,Proactive initiative,Proactive_16,17,Formal procedure,Who can initiate the formal remedy procedure (state actor - initiator - anyone)?,State actor,"Art 8g of the Law on referendum, Art. 95 of the Constitutional Law on the Constitutional court","In some cases the Constitutional Court issues ""opinions"" or ""public notices"" ex officio.",Proactive_initiative,Yes
Croatia,Croatia_Proactive initiative,Proactive initiative,Proactive_17,18,Formal procedure,Does the formal admissibility procedure take place before the signature collection?,No,"Art 8g of the Law on referendum, Art. 95 of the Constitutional Law on the Constitutional court",NA,Proactive_initiative,Yes
Croatia,Croatia_Proactive initiative,Proactive initiative,Proactive_18,19,Formal procedure,Is formal admissibility decided in a special procedure?,Yes,Art. 95 of the Constitutional Law on the Constitutional court,The Constitutional court shall make a decision about admissibility within 30 days. In this procedure it can undertake certain actions to collect information.,Proactive_initiative,Yes
Croatia,Croatia_Proactive initiative,Proactive initiative,Proactive_19,20,Formal procedure,Do participants have a right to be heard in the formal admissibility procedure?,No,NA,NA,Proactive_initiative,Yes
Croatia,Croatia_Proactive initiative,Proactive initiative,Proactive_20,21,Formal procedure,Is there an evidentiary procedure in the formal admissibility procedure?,No,NA,NA,Proactive_initiative,Yes
Croatia,Croatia_Proactive initiative,Proactive initiative,Proactive_21,22,Formal procedure,Are the legal consequences of the formal admissibility procedures binding?,Yes,Art. 95 of the Constitutional Law on the Constitutional court,"In case the Constitutional Court issues a decision that the initiative referendum question is not in line with the Constitution or is not acceptable for some other missing legal requirement, it would be binding and the Parliament would have to issue a decision of non-admissibility. In case the Constitutional Court issues opinions and public notices ex officio, they are not binding legally, but they have influenced the process every time they were used as a tool of communication by the Constitutional Court.",Proactive_initiative,Yes
Croatia,Croatia_Proactive initiative,Proactive initiative,Proactive_22,23,Formal procedure,Is invalidity the legal consequence of formal inadmissibility?,Yes,Art. 95 of the Constitutional Law on the Constitutional court,NA,Proactive_initiative,Yes
Croatia,Croatia_Proactive initiative,Proactive initiative,Proactive_23,24,Substantive procedure,Is there a substantive admissibility check?,Yes,"Art 8g of the Law on Referendum and other type of citizen initiatives at state, regional and local level, Art 87 of the Constitutional Law on the Constitutional Court","The Parliament (after the signatures and the initiative have been formally presented to the Parliament) can ask the Constitutional Court to check, if the referendum question is in line with the Constitution and if the formal preconditions set in the Law on referendum are met. The formulation of the legal text does not indicate that the Parliament must address the Constitutional Court.",Proactive_initiative,Yes
Croatia,Croatia_Proactive initiative,Proactive initiative,Proactive_24,25,Substantive procedure,Who decides about the substantive admissibility?,Parliament,"Art 8g of the Law on Referendum and other type of citizen initiatives at state, regional and local level",NA,Proactive_initiative,Yes
Croatia,Croatia_Proactive initiative,Proactive initiative,Proactive_25,26,Substantive procedure,Is there a legal remedy against the decision on substantive admissibility?,Yes,"Art 8g of the Law on referendum, Art. 95 of the Constitutional Law on the Constitutional court","It is not a remedy per se: the Parliament (after the signatures and the initiative have been formally presented to the Parliament) can ask the Constitutional Court to check, if the referendum question is in line with the Constitution and if the formal preconditions set in the Law on referendum are met.",Proactive_initiative,Yes
Croatia,Croatia_Proactive initiative,Proactive initiative,Proactive_26,27,Substantive procedure,Who decides about the claim for remedy in the substantive admissibility procedure?,Constitutional court,"Art 8g of the Law on referendum, Art. 95 of the Constitutional Law on the Constitutional court",NA,Proactive_initiative,Yes
Croatia,Croatia_Proactive initiative,Proactive initiative,Proactive_27,28,Substantive procedure,Who can initiate the substantive remedy procedure (state actor - initiator - anyone)?,State actor,"Art 8g of the Law on referendum, Art. 95 of the Constitutional Law on the Constitutional court","In some cases the Constitutional Court issues ""opinions"" or ""public notices"" ex officio.",Proactive_initiative,Yes
Croatia,Croatia_Proactive initiative,Proactive initiative,Proactive_28,29,Substantive procedure,Does the substantive admissibility procedure take place before the signature collection?,No,"Art 8g of the Law on referendum, Art. 95 of the Constitutional Law on the Constitutional court",NA,Proactive_initiative,Yes
Croatia,Croatia_Proactive initiative,Proactive initiative,Proactive_29,30,Substantive procedure,Is substantive admissibility decided in a special procedure?,Yes,Art. 95 of the Constitutional Law on the Constitutional court,The Constitutional court shall make a decision about admissibility within 30 days. In this procedure it can undertake certain actions to collect information.,Proactive_initiative,Yes
Croatia,Croatia_Proactive initiative,Proactive initiative,Proactive_30,31,Substantive procedure,Do participants have a right to be heard in the substantive admissibility procedure?,No,NA,NA,Proactive_initiative,Yes
Croatia,Croatia_Proactive initiative,Proactive initiative,Proactive_31,32,Substantive procedure,Is there an evidentiary procedure in the substantive admissibility procedure?,No,NA,NA,Proactive_initiative,Yes
Croatia,Croatia_Proactive initiative,Proactive initiative,Proactive_32,33,Substantive procedure,Are the legal consequences of the substantive admissibility procedure binding?,Yes,Art. 95 of the Constitutional Law on the Constitutional court,"In case the Constitutional Court issues a decision that the initiative referendum question is not in line with the Constitution or is not acceptable for some other missing legal requirement, it would be binding and the Parliament would have to issue a decision of non-admissibility. In case the Constitutional Court issues opinions and public notices ex officio, they are not binding legally, but they have influenced the process every time they were used as a tool of communication by the Constitutional Court.",Proactive_initiative,Yes
Croatia,Croatia_Proactive initiative,Proactive initiative,Proactive_33,34,Substantive procedure,Is invalidity the legal consequence of substantive inadmissibility?,Yes,Art. 95 of the Constitutional Law on the Constitutional court,NA,Proactive_initiative,Yes
Croatia,Croatia_Proactive initiative,Proactive initiative,Proactive_34,35,Formal limit,Does the proposal have to be submitted as a (draft) legal text?,No,NA,NA,Proactive_initiative,Yes
Croatia,Croatia_Proactive initiative,Proactive initiative,Proactive_35,36,Formal limit,Are there any formal limits on the wording of the referendum proposal?,Yes,"Art. 8b of the Law on referendum and other citizen initiatives at national, regional and local level",NA,Proactive_initiative,Yes
Croatia,Croatia_Proactive initiative,Proactive initiative,Proactive_36,37,Formal limit,Is there a clarity of the question requirement?,Yes,"Art 8b Law on referendum and other citizen initiatives at national, regional and local level",NA,Proactive_initiative,Yes
Croatia,Croatia_Proactive initiative,Proactive initiative,Proactive_37,38,Formal limit,Is there a unity of form requirement?,No,NA,NA,Proactive_initiative,Yes
Croatia,Croatia_Proactive initiative,Proactive initiative,Proactive_38,39,Formal limit,Is there a unity of substance requirement?,No,NA,NA,Proactive_initiative,Yes
Croatia,Croatia_Proactive initiative,Proactive initiative,Proactive_39,40,Formal limit,"Are there any other formal limits? If Yes, describe in comments.",No,NA,NA,Proactive_initiative,Yes
Croatia,Croatia_Proactive initiative,Proactive initiative,Proactive_40,44,Substantive limit,Can only issues of special importance be the subject of referendums?,No,NA,NA,Proactive_initiative,Yes
Croatia,Croatia_Proactive initiative,Proactive initiative,Proactive_41,45,Substantive limit,Can only certain enumerated issues be the subject of referendums?,No,NA,NA,Proactive_initiative,Yes
Croatia,Croatia_Proactive initiative,Proactive initiative,Proactive_42,46,Substantive limit,Are there any prohibited issues?,Yes,Art. 87 and 95 of the Constitutional Court Act,The Constitutional Court controls the constitutionality of the referendum question,Proactive_initiative,Yes
Croatia,Croatia_Proactive initiative,Proactive initiative,Proactive_43,47,Substantive limit,Are referendums on constitutional amendments prohibited?,No,NA,NA,Proactive_initiative,Yes
Croatia,Croatia_Proactive initiative,Proactive initiative,Proactive_44,48,Substantive limit,Are referendums related to international law obligations prohibited?,No,NA,NA,Proactive_initiative,Yes
Croatia,Croatia_Proactive initiative,Proactive initiative,Proactive_45,49,Substantive limit,Are referendums related to fundamental rights and freedoms prohibited?,No,NA,NA,Proactive_initiative,Yes
Croatia,Croatia_Proactive initiative,Proactive initiative,Proactive_46,50,Substantive limit,Are referendums on state structure or form of government prohibited?,Yes,NA,"Constitutional Court of the Republic of Croatia, Decision No. SuS-1/2013, 14 November 2013, para. 5",Proactive_initiative,Yes
Croatia,Croatia_Proactive initiative,Proactive initiative,Proactive_47,51,Substantive limit,Are referendums on state symbols prohibited?,No,NA,NA,Proactive_initiative,Yes
Croatia,Croatia_Proactive initiative,Proactive initiative,Proactive_48,52,Substantive limit,Are referendums on the official language prohibited?,No,NA,NA,Proactive_initiative,Yes
Croatia,Croatia_Proactive initiative,Proactive initiative,Proactive_49,53,Substantive limit,Are referendums on territorial issues or territorial integrity prohibited?,No,NA,NA,Proactive_initiative,Yes
Croatia,Croatia_Proactive initiative,Proactive initiative,Proactive_50,54,Substantive limit,"Are referendums on state finances (budget, taxes, or other financial obligations) prohibited?",No,NA,NA,Proactive_initiative,Yes
Croatia,Croatia_Proactive initiative,Proactive initiative,Proactive_51,55,Substantive limit,"Are referendums on issues related to national security (military, police, secret services) prohibited?",No,NA,NA,Proactive_initiative,Yes
